page_number,sentencechunk,chunk_char_count,chunk_word_count,chunk_token_count,embedding
0,"Augmented Retrieval Integration in  ALBERT    A  Synopsis  report for  MINOR PROJECT  BACHELOR OF TECHNOLOGY   in COMPUTER SCIENCE & ENGINEERING  BY     Ayush Paliwal        EN22CS301250    Under the Guidance of  Prof. Digendra Singh Rajput Sir          Department of Computer Science & Engineering   Faculty of Engineering  MEDI-CAPS UNIVERSITY, INDORE- 453331    JAN-JUNE 2025",378,88,94.5,"[-4.34383601e-02  4.97692488e-02 -1.46065904e-02 -3.23558971e-02
 -1.29754348e-02 -4.85841930e-02  1.41730262e-02  2.26873793e-02
  2.50209682e-02  2.31018662e-02  3.37452926e-02 -9.22954525e-04
  7.56525993e-02 -8.60548951e-03  6.85307756e-02  1.02692936e-02
  1.46711487e-02  8.46770108e-02  1.21738734e-02 -5.26501164e-02
  2.99834684e-02 -1.34426365e-02 -1.42635703e-02 -2.58898251e-02
 -4.07563299e-02  6.57574832e-02 -1.66232360e-03 -7.19660372e-02
  1.08391065e-02 -2.00248122e-01 -5.23647331e-02 -1.67374052e-02
  8.42582509e-02  1.46583859e-02 -1.95731428e-02  8.72699916e-03
 -1.29462685e-02  2.04832293e-02 -8.88319965e-03  1.40145989e-02
 -3.60318413e-03 -2.31537689e-02  6.11828920e-03  2.21033711e-02
 -4.50551212e-02 -5.68528399e-02 -3.30517739e-02 -3.67141590e-02
 -2.46435050e-02  9.13792569e-03  2.61274888e-03  1.13635045e-02
  4.05169325e-03  3.76090668e-02  1.07821915e-03  4.47502434e-02
  2.19177920e-02  8.68545249e-02 -1.82854924e-02  4.43186983e-02
  7.31903017e-02 -6.78509567e-03 -9.33960378e-02  1.05390824e-01
  2.17821542e-02 -5.09095937e-03 -2.60145403e-02 -7.39754364e-02
  6.40991256e-02  3.98886129e-02 -3.53171900e-02 -1.43846497e-02
  2.05237381e-02  6.71518892e-02  3.37959379e-02  5.26762232e-02
  6.98364666e-03 -3.20701040e-02  1.24632483e-02 -1.69708356e-02
  1.66440022e-03 -9.20285936e-03 -4.05591950e-02 -9.41954739e-03
 -6.93751452e-03 -2.26844512e-02  5.18252654e-03 -8.40009004e-02
  2.04912238e-02 -3.20142247e-02  1.64676588e-02 -1.82287861e-02
 -1.10447537e-02 -1.47782108e-02  1.73092373e-02 -4.88693044e-02
  1.04731852e-02 -5.63814165e-03  1.12798931e-02  3.99723530e-01
  3.78810382e-03 -3.36718932e-02  4.94315587e-02 -7.22189173e-02
 -4.71395114e-03 -3.82143222e-02 -9.82000493e-03 -5.11400253e-02
 -1.79133601e-02 -3.86212133e-02 -5.73273981e-03 -1.76531263e-02
  3.06353588e-02  3.43743898e-02  1.23048471e-02  1.67241897e-02
 -5.80013590e-03 -3.60014886e-02  6.23952486e-02 -3.43263969e-02
 -1.34525131e-02 -3.57470545e-03 -1.90518945e-02 -3.66180204e-02
 -2.09701248e-02 -1.78991351e-02  3.48454453e-02  5.48890159e-02
 -7.37921614e-03  1.31920027e-02  7.77585581e-02 -1.07809277e-02
 -1.07268400e-01 -5.44816768e-03 -2.22261213e-02 -7.45621882e-03
  7.10700406e-03 -4.80907559e-02  1.16393408e-02  1.11887669e-02
 -6.55984506e-04 -3.69578712e-02  7.27382302e-02 -2.92487140e-03
 -2.11678017e-02  1.40796885e-01  9.82456654e-03 -5.34608848e-02
 -5.00711650e-02 -7.68647492e-02  2.72228122e-02  2.32740231e-02
 -1.34800160e-02  1.83187760e-02 -1.55359488e-02  1.46805858e-02
  8.18219036e-02  2.45867241e-02 -8.39111581e-03  1.74334068e-02
 -4.97466847e-02 -2.88041532e-02 -2.54462119e-02  1.36708975e-01
  9.76749789e-03 -1.03381515e-01  1.93120632e-02  6.66677905e-03
 -1.65810138e-02  8.38841591e-03  3.37830521e-02 -1.09562008e-02
 -3.67965689e-03  4.37390842e-02 -9.59942769e-03 -4.06804867e-03
 -7.41702393e-02 -2.63838153e-02 -2.33995132e-02 -1.44922808e-02
 -1.51100885e-02 -9.07527581e-02 -6.30834326e-03  1.89052857e-02
  4.46952356e-04  3.63851106e-03 -2.17113066e-02  1.06731169e-02
 -2.24065548e-03  1.74749903e-02 -2.32620388e-02  1.59583110e-02
 -1.28798271e-02  3.38658579e-02  6.17589094e-02 -3.73455361e-02
  1.12587790e-04 -9.76412818e-02 -3.94510105e-02 -1.89727824e-02
  6.23136573e-02 -1.18331630e-02 -4.71958071e-02  1.98297761e-02
  3.14779058e-02  2.37655323e-02 -3.77812833e-02 -2.07953453e-02
  3.77302878e-02  2.62770653e-02  8.96949507e-03 -8.17701817e-02
  3.06595974e-02 -5.74854277e-02 -3.01636383e-02 -1.89178530e-02
  2.23209076e-02  4.17798869e-02  3.79152829e-03  2.54785921e-02
 -4.29992154e-02 -2.37987679e-03 -3.17119136e-02 -2.55285978e-01
  8.35113879e-03 -4.41383906e-02 -6.38648635e-03  2.40531042e-02
 -1.42663255e-01 -7.55359232e-03  1.32130273e-03 -1.59321819e-02
  5.18859364e-04  3.88014726e-02  4.55986895e-02  6.22218754e-03
  6.93215802e-03  6.63779676e-03 -6.58302605e-02  5.40151149e-02
 -1.68491881e-02 -2.29040682e-02 -8.81051179e-03 -3.82779236e-03
  9.34829861e-02 -1.88198115e-03 -5.59395179e-02 -1.65788401e-02
 -1.88689157e-02  1.16036110e-01 -5.75319538e-03  4.16721888e-02
 -1.46030979e-02  4.84706601e-03  7.53261074e-02  9.19798482e-03
 -3.96701805e-02 -2.89266333e-02  1.88393798e-02  1.32716224e-02
  4.16773148e-02  2.00742017e-02  1.19515276e-02 -3.76800857e-02
 -8.28534598e-04  5.76442331e-02 -1.31955408e-02  6.53501227e-03
 -4.47930768e-02 -3.61458845e-02 -8.02256018e-02 -5.02865873e-02
  1.22699715e-01 -3.42028402e-03  9.93174221e-03 -1.31707145e-02
  1.58697888e-02 -7.34824911e-02  1.38520147e-03  1.42378313e-02
 -3.08385063e-02  3.64757329e-03 -3.46949361e-02 -2.36680359e-03
 -2.08898336e-02  1.68599039e-02 -1.97732006e-03  1.43097732e-02
 -1.62292980e-02  8.47150106e-03  1.61038283e-02 -1.97967719e-02
 -2.68932991e-02  4.13246307e-04  7.16438368e-02  8.30371771e-03
  3.94279025e-02 -2.38185711e-02  4.87319790e-02  7.31984675e-02
  1.19291143e-02  5.53345867e-02 -1.96681842e-02  3.85891483e-03
 -1.58421323e-02  5.51560186e-02  1.44629702e-02  2.02888157e-02
  3.54084410e-02  4.76990752e-02 -1.73992068e-02 -4.07771654e-02
  5.24788313e-02  3.31905596e-02  1.47875575e-02 -4.61372174e-03
 -1.49660995e-02 -9.66472784e-04  1.60608273e-02 -2.80758798e-01
  1.84846688e-02  2.69297939e-02  7.86823221e-03 -1.98890772e-02
 -6.49105478e-03  5.50399348e-02 -1.14129737e-01  5.80255724e-02
  5.85466027e-02 -6.96908217e-03 -7.70034594e-03  8.71791840e-02
 -6.68359175e-02 -1.17676018e-03  1.35238059e-02  6.52719364e-02
 -3.73922884e-02  2.40388252e-02 -1.72858182e-02  3.38349156e-02
  2.24395208e-02  2.02503651e-01 -5.14938831e-02  2.68853083e-02
  2.84542907e-02 -4.09472249e-02 -5.36485948e-02 -7.69684743e-03
  5.58883883e-03 -3.83592732e-02 -2.35714968e-02  5.15041389e-02
 -6.22026529e-03 -2.47198101e-02  6.30515292e-02  1.45235294e-02
  6.44780323e-02  7.16024544e-03 -1.86764002e-02  2.01397445e-02
 -3.03721987e-02 -5.89372367e-02 -5.75936446e-03  5.49731553e-02
  9.43150893e-02 -2.87118200e-02 -6.28391802e-02 -2.45293025e-02
 -2.15842389e-02 -1.92490481e-02 -5.49838655e-02 -8.10875744e-03
 -4.70777452e-02  3.70399579e-02  3.45963091e-02 -4.94469330e-02
  9.44724772e-03  4.68801381e-03 -3.69383283e-02  7.73680657e-02
  3.54839414e-02  6.32428527e-02 -7.56254839e-03  5.56267425e-02]"
1,"❖ ABSTRACT  The project titled Augmented Retrieval Integration in ALBERT focuses on developing an  advanced chatbot system that combines the power of Retrieval-Augmented Generation (RAG)  with the ALBERT (A Lite BERT) model. The goal is to create a locally running AI chatbot  capable of understanding, processing, and responding to user queries in a conversational manner,  while leveraging a vast repository of locally stored data. Unlike traditional models, which rely on  cloud-based processing, this approach ensures data privacy and faster processing by running  entirely on the user’s local CPU/GPU. By integrating augmented retrieval techniques, the chatbot can fetch relevant information from its  local knowledge base in real-time, enhancing the accuracy and informativeness of its responses. ALBERT, known for its efficiency and lightweight architecture, is employed to maintain high  performance without compromising on the quality of interactions. This system is designed to  handle diverse conversational tasks, such as customer support, information retrieval, and  personalized assistance, all while ensuring that sensitive data remains stored and processed  securely on the user's machine. The project emphasizes a seamless interaction between retrieval and generative components,  ensuring that the chatbot provides contextual, coherent, and up-to-date responses. Additionally,  the local deployment ensures that users can maintain full control over their data and achieve  improved response times without relying on external servers or internet connectivity.     ❖ KEYWORDS  - Augmented Retrieval Generation (RAG)    - ALBERT (A Lite BERT)    - Chatbot    - Local Data Processing    - Data Privacy    - Natural Language Processing (NLP)    - Conversational AI    - Machine Learning    - Information Retrieval    - Local Deployment    - Data Security    - CPU/GPU Processing    - Real-Time Response    - Generative Models    - AI-powered Assistant    - Contextual Understanding",1994,337,498.5,"[-5.18722311e-02  3.29881795e-02 -2.44594533e-02 -9.98171419e-03
  1.60324834e-02 -2.98948456e-02  2.58409884e-02  5.25302486e-03
  8.96997470e-03  3.23269106e-02  1.27800391e-03 -1.89929940e-02
  9.41083580e-02  1.28768161e-02  9.94654521e-02  2.21637785e-02
  1.76184799e-03  3.08551937e-02  2.28530169e-03 -4.45926636e-02
  2.75362544e-02 -3.77873518e-02 -1.68353617e-02 -8.24719574e-03
 -8.71802568e-02  2.21554041e-02 -4.32691723e-02 -3.96949761e-02
 -1.69622377e-02 -1.96686700e-01  1.53849674e-02 -1.24839703e-02
  1.05532549e-01  2.88163107e-02 -4.91990242e-03  5.19257002e-02
  4.85125836e-03  4.14581830e-03 -1.23020252e-02  3.77981253e-02
  1.14003429e-02 -3.44112366e-02 -1.79791171e-02 -2.31191254e-04
  2.10505612e-02 -2.01496724e-02 -1.46372640e-03 -3.74330953e-03
 -8.51571336e-02 -2.38503190e-03 -1.67959742e-02  8.66589695e-03
  2.00004852e-03  7.87930191e-03  2.13632304e-02  7.53596053e-02
  5.41640669e-02  8.50275680e-02 -4.24657650e-02  3.84690939e-03
  3.84551026e-02  4.56657866e-03 -8.82071108e-02  8.74732658e-02
 -2.26496290e-02  2.60111708e-02 -7.56455585e-02 -1.07960904e-03
  3.65780406e-02 -4.11263295e-03  5.62350778e-03  1.43554027e-03
  6.81125000e-02  5.58661371e-02  2.84402482e-02  7.57836848e-02
 -6.19982556e-03 -2.47442219e-02  4.93081957e-02  2.41034273e-02
 -2.52464898e-02  2.05734596e-02 -7.13156909e-02 -2.77794339e-02
 -1.83819365e-02 -3.27697434e-02  2.81123500e-02 -2.90774312e-02
 -8.14453757e-04 -1.54891959e-03 -4.31673229e-02 -7.64918223e-04
  5.86871710e-03 -1.88349634e-02  1.12611437e-02 -4.47926782e-02
 -3.49550918e-02  3.39006335e-02 -4.72911969e-02  4.20919538e-01
  1.56355239e-02 -8.03363509e-03  2.26440206e-02 -6.93245828e-02
 -2.89852731e-03 -2.62249224e-02 -1.75960567e-02 -7.24446103e-02
 -5.05834818e-02 -7.47349951e-03 -1.39751332e-02 -4.30284888e-02
  2.00553145e-02  4.49021272e-02  2.28005070e-02  6.26183115e-03
  6.10427484e-02 -2.52466258e-02  4.54601552e-03  3.20800603e-03
  5.04097110e-03  2.57498808e-02 -1.74906440e-02 -1.71435345e-02
  2.92419810e-02 -6.70112073e-02  6.54427707e-02  7.96088055e-02
  4.73331986e-03  5.61213354e-03  5.68549633e-02  2.48120967e-02
 -1.00212663e-01  4.15115468e-02  2.86569446e-02  4.02582530e-03
 -4.50781770e-02 -2.11013239e-02  9.44437180e-03  1.53382672e-02
 -2.02228017e-02 -1.41544007e-02  3.26102786e-02  4.38827090e-03
 -3.03038768e-02  9.28954855e-02  2.99248006e-02 -5.64788543e-02
 -7.94930831e-02 -8.77359360e-02  3.71492952e-02  3.44282612e-02
  4.06713933e-02 -2.25311927e-02  6.67529926e-03  1.08465385e-02
  4.68386374e-02  2.09621340e-02 -2.97520533e-02  4.94759250e-03
 -1.75075345e-02 -1.76743679e-02 -1.70594342e-02  1.03524640e-01
  1.69257596e-02 -1.25805333e-01 -3.78288813e-02 -3.26108076e-02
  2.67443210e-02  1.19775338e-02  4.68752682e-02 -4.43132268e-03
  3.12275230e-03  6.83270693e-02 -6.67744130e-02  2.85275397e-03
 -9.13875178e-02 -1.65900458e-02 -5.49063496e-02  3.36565264e-02
 -3.86660919e-02 -8.38600174e-02  1.76554192e-02  9.19434708e-03
 -5.65419160e-02 -4.77172956e-02  4.31840867e-02 -1.94944758e-02
  1.06389774e-02 -8.35117325e-03 -1.19100576e-02  1.71032269e-02
  4.10162061e-02  3.00030876e-02  1.60553716e-02  1.79135043e-03
 -1.98490154e-02 -2.17737537e-02 -1.53479818e-02 -1.61473174e-02
  3.67250927e-02  2.51965225e-02 -4.93934900e-02 -2.82166097e-02
  6.00607926e-03  1.66612081e-02 -2.59385202e-02  1.69969350e-02
  9.24479514e-02 -1.03949709e-03 -9.53508075e-03 -5.22043668e-02
 -1.15472154e-04 -3.96095365e-02 -3.09369583e-02 -7.26123631e-04
  5.96752251e-03  2.34258939e-02  3.00460998e-02 -8.34384002e-03
 -3.64528485e-02  2.89281700e-02 -3.27242278e-02 -2.76403725e-01
  7.37446221e-03 -1.66848190e-02 -5.60839940e-03  1.66279208e-02
 -1.21085167e-01 -1.78033952e-02 -2.48318836e-02  6.38276115e-02
  1.94244944e-02  5.40492572e-02  8.14842805e-03 -2.34431075e-03
  3.22212167e-02 -4.85950790e-04  2.34186258e-02  4.32976708e-02
  4.02033851e-02 -3.54406573e-02 -1.80488396e-02  2.18753051e-02
  5.34577221e-02  3.68843079e-02 -1.05120897e-01 -2.98333298e-02
  3.54246353e-03  1.24514982e-01  1.11368112e-03  1.08854491e-02
  8.54280591e-03 -5.41441794e-03  4.34583873e-02 -4.86460142e-02
 -6.73098490e-02  2.50319727e-02 -6.51964359e-03  4.60545532e-02
  2.94225067e-02  3.60596590e-02  1.43919410e-02 -7.49755874e-02
  1.01673668e-02  2.15420164e-02 -7.14243799e-02 -4.62529063e-02
 -6.04981817e-02 -1.15128066e-02 -6.12037033e-02 -5.06044514e-02
  5.48752546e-02  4.40067379e-03  2.66808774e-02  4.32280339e-02
 -1.68827511e-02 -4.01728265e-02 -5.11250310e-02 -7.21303653e-03
 -1.96313802e-02 -3.33532467e-02  9.15503036e-03 -3.95155884e-03
 -1.02026155e-02 -3.47612575e-02  4.14075935e-03  2.61375178e-02
 -3.31720971e-02  2.49109250e-02  1.34206070e-02 -1.67630780e-02
  1.21984836e-02 -1.85666662e-02  9.60822478e-02  1.75385107e-03
  6.18954636e-02 -1.09989326e-02  4.81194407e-02  6.92523867e-02
 -4.69442979e-02 -1.93633363e-02  3.36753973e-03  6.21263050e-02
 -3.06202658e-03  8.57491121e-02  1.66502707e-02  9.42135789e-03
 -2.05683075e-02  3.51919420e-02  2.26527546e-03  2.71734670e-02
  5.83177656e-02  4.84588277e-03 -2.52836593e-03 -7.14081749e-02
 -4.70294133e-02  2.56333444e-02 -1.30577944e-02 -2.74624377e-01
 -1.28052966e-03 -2.46333200e-02  2.42650714e-02 -3.83078530e-02
  2.60600112e-02  3.52955423e-02 -7.17684329e-02 -4.22068033e-03
  4.03775461e-02  9.79442149e-03  5.24209999e-02  2.98375040e-02
 -5.69007210e-02 -2.08398867e-02  6.31035492e-03  3.07590161e-02
 -4.19800635e-03 -1.46073033e-03  8.23386293e-03  3.99175249e-02
  1.31610371e-02  1.81504026e-01 -4.37121838e-02  5.68209440e-02
 -2.38963589e-03 -2.99683381e-02 -9.56926793e-02 -6.38714060e-03
 -1.71897542e-02 -4.87406515e-02 -7.89568573e-03  7.24805295e-02
 -1.55164301e-02 -9.71520130e-05  2.50763968e-02 -2.91807130e-02
  2.14756131e-02  1.78381037e-02 -3.45091149e-02  2.73077041e-02
  3.77377495e-02  4.26573865e-03 -1.85947528e-03 -1.63485832e-03
  9.77556109e-02 -2.03658100e-02 -4.64570895e-02 -3.09019703e-02
  4.49847401e-04  2.16987245e-02 -5.59727438e-02 -2.03898940e-02
 -3.55143240e-03  5.58380112e-02  2.25055707e-03 -3.30482610e-02
  1.20585866e-03  1.75035950e-02 -4.32269350e-02  4.46949601e-02
  4.21231464e-02  6.45746440e-02  1.47953564e-02 -5.04443282e-03]"
2,"❖ INTRODUCTION  In recent years, conversational AI systems have become increasingly integral in both personal  and professional contexts, from virtual assistants to customer service bots. However, most of  these systems rely on cloud-based infrastructure for processing and storing data, raising concerns  about data privacy, security, and reliance on an internet connection. This project, Augmented  Retrieval Integration in ALBERT, aims to address these challenges by creating a locally running  AI-powered chatbot that combines the power of Retrieval-Augmented Generation (RAG) with  ALBERT (A Lite BERT), a highly efficient and lightweight language model. The core idea of this project is to integrate the retrieval-based approach with generative models,  allowing the chatbot to access a local repository of data to generate highly relevant and  contextually appropriate responses. Retrieval-Augmented Generation (RAG) enhances traditional  models by enabling them to fetch specific information from an external knowledge base during  the conversation, improving both accuracy and relevance in responses. This capability is essential  for ensuring that the chatbot can handle diverse user queries with up-to-date, accurate  information, without relying on external servers. ALBERT is chosen as the underlying model for this project due to its lightweight architecture,  which makes it faster and more efficient than other models like BERT, while maintaining high- quality performance in NLP tasks. By deploying this system locally on a user’s CPU or GPU, it  eliminates the need for cloud-based data processing, allowing for faster response times and  enhanced data security. Users can interact with the chatbot seamlessly, knowing that their data is  not stored or processed in the cloud, thus ensuring full control over their information. This project envisions a future where users can engage in private, secure, and efficient  conversations with AI systems that can understand their needs, retrieve relevant information on- the-fly, and generate intelligent responses, all while operating fully offline.",2112,318,528.0,"[-5.66454902e-02  2.99250167e-02 -3.48333307e-02 -1.43962288e-02
  1.02866469e-02 -2.11259797e-02  8.20536446e-03 -6.36421284e-03
  2.79667787e-02  2.94792224e-02 -4.83741611e-03 -4.19548526e-02
  8.71045515e-02  1.12484209e-02  9.10994485e-02  2.33516991e-02
 -3.83378216e-03  2.56244466e-02 -1.80951282e-02 -3.80894318e-02
  1.39751453e-02 -3.52715589e-02 -1.34158731e-02 -1.37023050e-02
 -8.90886784e-02  2.31531654e-02 -4.33502644e-02 -4.22329865e-02
 -2.15381496e-02 -1.92774564e-01  4.97581391e-03 -1.98502894e-02
  1.06215663e-01  3.84961627e-02 -8.94089416e-03  5.23922853e-02
  1.19633432e-02  3.45889991e-03 -9.45599098e-03  3.29620950e-02
  2.14804523e-02 -3.11573315e-02 -2.19859239e-02 -1.26245115e-02
  3.48915011e-02 -2.53602955e-03 -1.17229242e-02 -4.09778161e-03
 -9.12168324e-02  2.48544128e-03 -1.35510210e-02 -6.83981692e-04
 -3.60339927e-03  3.55751137e-03  1.63890533e-02  6.34910986e-02
  5.25007732e-02  9.28027108e-02 -3.26362513e-02 -1.26983947e-03
  2.03709137e-02  7.26849865e-03 -9.21988785e-02  9.51925144e-02
 -7.18952762e-03  3.77820767e-02 -6.22050352e-02  2.46124435e-03
  4.09044661e-02 -7.26376334e-03  1.05236527e-02  1.04595628e-02
  5.69193885e-02  6.31312132e-02  2.84030233e-02  7.94936791e-02
 -1.86225381e-02 -1.52670853e-02  6.31700009e-02  8.18101969e-03
 -2.65031606e-02  1.08491350e-02 -7.94842839e-02 -1.46068186e-02
 -2.59569902e-02 -3.65809314e-02  2.23992970e-02 -3.05064861e-02
  7.96371512e-03  1.18870114e-03 -6.31063432e-02  4.07523522e-03
  1.88999865e-02  1.79724034e-03  1.39708994e-02 -2.74189506e-02
 -3.68131846e-02  2.30932757e-02 -5.13727292e-02  4.24383163e-01
  1.00657195e-02 -1.66134648e-02  7.39032542e-03 -3.98925655e-02
 -5.86299226e-03 -2.06450298e-02 -2.19557863e-02 -7.61300400e-02
 -4.66589779e-02  3.59880715e-03 -2.65629366e-02 -2.60121431e-02
  1.66289341e-02  2.75380462e-02  3.21257412e-02 -1.03132809e-02
  7.87162706e-02 -1.17435809e-02 -1.91290360e-02 -3.03184218e-03
 -2.06567836e-03  4.19768021e-02 -1.91167407e-02 -1.78719051e-02
  3.39104719e-02 -4.13382947e-02  5.04749976e-02  9.19907093e-02
  1.89514328e-02 -2.36302079e-03  5.48982248e-02  1.44267026e-02
 -9.86158326e-02  2.85217911e-02  3.17136906e-02 -5.46202250e-03
 -3.76382694e-02 -3.85266133e-02 -7.43143773e-03  8.76211002e-03
 -1.62831936e-02 -1.96704380e-02  3.21337171e-02  2.05494044e-03
 -2.82391999e-02  1.11032508e-01  3.14572901e-02 -5.68040796e-02
 -8.83557349e-02 -9.04858187e-02  4.75458130e-02  3.63710970e-02
  4.33132574e-02 -3.75749394e-02  2.33959705e-02  1.01389503e-02
  4.47288342e-02  3.96352261e-02 -3.85571867e-02 -4.07117623e-05
 -1.33490451e-02 -1.61473509e-02 -2.64468733e-02  1.00793391e-01
  2.40067462e-03 -1.22437231e-01 -3.35053913e-02 -2.52623670e-02
  2.54257582e-02  3.50595545e-03  4.18291837e-02 -1.45375943e-02
  8.67326744e-03  6.25403672e-02 -5.98496869e-02 -1.10741304e-02
 -9.64817554e-02 -2.94264983e-02 -4.83271219e-02  4.38570864e-02
 -4.59758490e-02 -9.43303257e-02  1.62946098e-02  1.85669493e-02
 -5.91650382e-02 -5.98246902e-02  2.91165356e-02 -2.10899971e-02
  1.19581241e-02 -9.91453882e-03 -1.93624608e-02  2.14020722e-02
  3.59981135e-02  1.21003501e-02  1.82825290e-02 -2.29286053e-03
  1.00766483e-03 -1.37613248e-02 -3.58019699e-03 -1.78266317e-02
  3.25435549e-02  3.52965444e-02 -3.35132666e-02 -3.45353931e-02
 -9.37608536e-03  6.55973284e-03 -1.51952486e-02  1.54722817e-02
  7.34088346e-02  5.97883854e-03 -1.24351112e-02 -4.86978628e-02
 -3.72788659e-03 -2.15563420e-02 -3.07982173e-02  6.10951381e-03
  5.35480073e-03  1.68958418e-02  2.54681390e-02 -1.70653258e-02
 -2.73776706e-02  1.13122063e-02 -2.01840866e-02 -2.73662746e-01
 -1.27345100e-02 -6.51391270e-03 -1.16076330e-02  3.69368233e-02
 -1.25691533e-01 -1.59920044e-02 -2.52766088e-02  5.56444898e-02
  9.84205026e-03  5.22870086e-02  7.58192642e-03 -1.22851487e-02
  2.72911750e-02  2.25962466e-03  2.69051436e-02  3.48020867e-02
  3.71212140e-02 -2.68090200e-02 -7.30775483e-03  2.67665181e-02
  3.48387957e-02  2.35337857e-02 -1.14404894e-01 -2.29908768e-02
 -9.10156639e-04  1.42151922e-01  1.70938354e-02  2.49785911e-02
 -6.37915591e-03 -7.21540581e-03  5.13769276e-02 -4.50527482e-02
 -7.01162070e-02  2.22845115e-02 -8.08987860e-03  5.43323644e-02
  3.51101868e-02  3.60602587e-02  9.92864929e-03 -7.44588971e-02
  1.23835495e-02  1.53379599e-02 -7.39093721e-02 -4.45861518e-02
 -5.54394722e-02 -1.16613964e-02 -6.20421618e-02 -4.96153161e-02
  5.13876751e-02  3.08321789e-04  2.30925344e-02  4.60703820e-02
 -7.49978004e-03 -4.35397439e-02 -5.59432954e-02 -2.13482492e-02
 -1.39258308e-02 -2.18756441e-02  6.16766885e-03  1.01806158e-02
 -8.82123318e-03 -1.67355109e-02  4.36253380e-03  2.80147251e-02
 -4.50985767e-02  2.71277409e-02  1.08467601e-02 -1.73356514e-02
  5.26305102e-03 -2.35237870e-02  1.02811128e-01 -2.31331997e-02
  6.50307387e-02 -9.59195662e-03  4.43902984e-02  4.81366925e-02
 -5.00556827e-02 -3.24532650e-02  1.54568383e-03  7.01434165e-02
  1.48921821e-03  7.95900077e-02  8.17892549e-04  1.71196014e-02
 -1.48118790e-02  3.16643864e-02  2.27217958e-03  3.81322689e-02
  5.11538498e-02 -1.63050450e-03 -2.80896830e-03 -8.23686346e-02
 -4.45125774e-02  2.47347318e-02 -2.14191321e-02 -2.82410294e-01
  5.87152597e-03 -1.30632054e-02  3.95586416e-02 -3.60902771e-02
  3.96707058e-02  4.72267754e-02 -5.49381152e-02 -2.07206304e-03
  3.84585820e-02  1.68565828e-02  4.48584966e-02  2.13702787e-02
 -4.15856950e-02 -2.20615156e-02  8.87737796e-03  5.33089191e-02
 -1.15900924e-02  8.42265319e-04  2.88939904e-02  3.09837814e-02
  2.20474284e-02  1.70261383e-01 -3.31714004e-02  5.72144054e-02
 -1.24928663e-02 -2.10219882e-02 -9.06411260e-02  1.07529098e-02
 -1.18494323e-02 -4.20081764e-02 -6.79177372e-03  7.52798766e-02
 -1.31430449e-02  7.24085048e-03 -2.97911908e-03 -1.98585857e-02
  1.17317950e-02  2.74502859e-02 -3.23523991e-02  1.82035379e-02
  3.83805074e-02  8.17950629e-03  1.04338005e-02 -1.91101413e-02
  9.89176631e-02  4.38397145e-03 -3.52102034e-02 -3.19610201e-02
  7.86172785e-03  2.31317710e-02 -3.41292731e-02 -1.82169899e-02
  1.20276539e-03  5.66845685e-02  1.78557690e-02 -2.47712620e-02
  1.54090452e-03  2.24684179e-02 -3.41515876e-02  4.24307249e-02
  3.23383287e-02  7.48487711e-02  1.94837917e-02 -1.06377639e-02]"
